"code","sex","age","BISImAt","BISImpMOT","BISImpNP","BISTOT","NFC","likemagic","surpmagic","predmagic","explA","explB","confmagic","easymagic","howmagic","newmagic","crt1","crt2","crt3","crt4","crt5","crt6","crt7","norm1","norm2","norm3","norm4","norm5","norm6","norm7","normtot","totscien","span_for","span_back","num_ab"
"13ES22",2,19,NA,NA,NA,NA,NA,5,4,3,3,3,NA,NA,3,4,24,10,100,0,15,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",NA,NA,6
"66MN01",1,19,15,20,20,55,65,5,4,2,1,1,1,3,5,5,47,5,5,12,29,20,3,"1,00","1,00","1,00","0,00","1,00","1,00","1,00","6,00","0,00",NA,NA,6
"275530",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,10,100,9,30,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"24AV20",2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",6,4,7
"33BT01",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"43BM04",2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"81EL27",2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"97AF08",2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"89AT23",2,20,16,21,26,63,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",7,5,NA
"57SM05",2,19,15,18,26,59,73,5,5,4,2,2,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"21SM19",2,19,16,16,21,53,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",8,6,6
"68FM27",2,20,19,19,18,56,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,4
"44AS04",2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,5
"57MF28",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"54SP04",2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"97GM11",2,19,23,29,32,84,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,5
"82AP10",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"20BS05",2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",7,4,NA
"75EP03",2,18,19,18,24,61,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",8,5,NA
"14LT14",1,19,NA,NA,NA,NA,NA,5,4,2,2,2,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"63FM25",1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"96IN13",2,19,22,21,30,73,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,5
"43TT28",1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"97FR16",2,19,14,16,21,51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",5,5,NA
"86ER24",2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"34SS13",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,4
"94SM05",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"50LP17",1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"66RP13",1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"45AR24",1,20,15,18,21,54,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"11SN05",2,21,NA,NA,NA,NA,NA,5,5,3,2,1,2,3,5,4,47,5,5,4,29,20,3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","7,00","0,00",NA,NA,6
"09GM16",1,18,14,18,26,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"36SC18",NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,1,4,5,5,47,5,5,12,30,20,1,"1,00","1,00","1,00","0,00","0,00","1,00","0,00","4,00","0,00",NA,NA,NA
"BD2BC24",1,19,NA,NA,NA,NA,NA,1,1,2,3,3,5,1,5,3,24,NA,100,9,4,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"19BC32",NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,2,4,4,4,47,10,100,12,15,20,2,"1,00","0,00","0,00","0,00","0,00","1,00","0,00","2,00","0,00",NA,NA,NA
"23LG26",NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,3,4,5,5,24,5,100,12,15,10,2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"39ID10",NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,5,2,5,4,24,10,100,4,15,20,2,"0,00","0,00","0,00","1,00","0,00","1,00","0,00","2,00","1,00",NA,NA,NA
"",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,20,NA,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","",NA,NA,NA
"42IA05",2,18,19,18,21,58,64,4,5,2,3,3,5,NA,4,4,24,10,100,12,NA,10,3,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","",NA,NA,5
"63DB12",NA,NA,NA,NA,NA,NA,NA,5,5,5,1,1,3,3,4,4,47,5,5,12,30,10,3,"1,00","1,00","1,00","0,00","0,00","0,00","1,00","4,00","",NA,NA,NA
"74EL07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,10,20,4,30,20,1,"1,00","0,00","0,00","1,00","0,00","1,00","0,00","3,00","1,00",NA,NA,NA
"63EB31",NA,NA,NA,NA,NA,NA,NA,4,5,1,3,3,5,5,5,5,47,10,100,12,15,10,3,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","2,00","0,00",NA,NA,NA
"10MG24",NA,NA,NA,NA,NA,NA,NA,4,5,1,3,3,4,2,4,4,24,10,100,9,30,80,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"95EB23",1,20,20,25,31,76,48,4,4,4,1,1,3,4,4,3,47,5,5,12,15,10,3,"1,00","1,00","1,00","0,00","0,00","0,00","1,00","4,00","0,00",NA,NA,6
"52AB29",NA,NA,17,15,30,62,62,4,4,1,3,3,3,4,3,3,24,10,100,9,30,30,3,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00",NA,NA,NA
"00LF05",NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,1,3,3,3,24,5,100,9,15,10,2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"05LG08",NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,1,5,5,5,47,5,100,4,29,20,3,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","6,00","1,00",NA,NA,NA
"76AB08",NA,NA,NA,NA,NA,NA,NA,4,2,3,1,1,5,1,1,3,47,5,5,12,29,0,3,"1,00","1,00","1,00","0,00","1,00","0,00","1,00","5,00","3,00",NA,NA,NA
"70GB30",NA,NA,NA,NA,NA,NA,NA,5,3,5,2,2,4,4,5,5,24,10,5,0,15,0,2,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","1,00",NA,NA,NA
"59PB14",NA,NA,NA,NA,NA,NA,NA,4,5,3,1,1,2,4,3,4,47,5,5,4,29,20,3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","7,00","0,00",NA,NA,NA
"46DC11",NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,5,4,5,5,47,5,5,9,29,20,3,"1,00","1,00","1,00","0,00","1,00","1,00","1,00","6,00","1,00",NA,NA,NA
"83DF30",NA,NA,17,21,29,67,51,5,4,3,1,1,2,2,4,3,47,5,5,4,29,10,3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","1,00",NA,NA,7
"22EA28",NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,3,3,5,5,47,5,100,9,30,20,NA,"1,00","1,00","0,00","0,00","0,00","1,00","0,00","3,00","0,00",NA,NA,NA
"13BF14",2,19,15,23,24,62,50,4,4,2,2,2,2,4,5,5,24,10,1,0,15,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",NA,NA,NA
"94TC19",NA,NA,NA,NA,NA,NA,NA,5,5,2,3,3,5,2,4,4,NA,5,20,4,15,20,2,"0,00","1,00","0,00","1,00","0,00","1,00","0,00","3,00","1,00",NA,NA,NA
"22LB12",NA,NA,17,14,27,58,65,4,4,3,3,3,NA,NA,4,3,NA,5,100,NA,15,0,2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"25SM27",NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2,3,2,4,2,47,10,20,9,30,10,2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","",NA,NA,NA
"78DZ10",NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,3,3,4,4,47,5,100,9,30,20,3,"1,00","1,00","0,00","0,00","0,00","1,00","1,00","4,00","1,00",NA,NA,NA
"81YP23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",6,6,6
"89CR22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"16AP04",NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"27SS30",NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"28GM25",2,19,14,16,24,54,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",6,5,NA
"18SM05",2,20,17,21,28,66,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"70RT24",NA,NA,17,22,28,67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"16MM07",NA,NA,13,20,27,60,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"31CP19",2,19,15,17,27,59,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",7,6,NA
"69CS26",2,19,18,19,28,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",8,6,NA
"67RL29",1,20,15,17,19,51,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"73VV19",2,18,18,18,24,60,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"10GP23",2,19,20,25,27,72,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",7,6,NA
"93SV24",2,19,13,17,23,53,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",7,4,NA
"49EP17",1,19,20,21,27,68,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"39AL23",1,24,27,22,34,83,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",9,8,NA
"40MM07",1,24,23,26,26,75,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"94OZ07",2,18,19,19,26,64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",6,5,NA
"69SP14",2,19,13,16,26,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"14GN17",2,19,15,21,28,64,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"78VB17",2,21,18,16,21,55,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,5
"44SB17",2,20,19,22,21,62,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"17RA27",NA,NA,26,25,22,73,73,4,5,4,2,2,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,5
"20ME21",1,19,21,24,24,69,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"41GB24",2,19,12,16,26,54,78,5,5,3,2,2,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"35SG16",2,19,17,18,25,60,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"95LD13",2,19,18,19,19,56,71,5,5,3,2,2,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"11CM06",1,20,17,24,22,63,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"22GB06",2,19,14,19,20,43,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"63CD22",2,19,14,25,26,65,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"95SA25",2,19,16,16,17,49,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"89AI20",2,20,11,17,27,55,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"97DD13",2,19,21,17,27,65,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,7
"65CG11",2,18,14,16,24,54,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"16AC30",NA,NA,12,13,18,43,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,5
"15LG28",1,21,12,15,24,51,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"84CD09",2,18,15,21,29,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,3
"71AC12",2,18,17,19,24,60,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"39CB11",2,30,16,19,25,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"53FR06",2,19,15,17,23,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"75MF02",2,20,16,20,25,61,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"78LG23",2,19,15,18,21,54,62,5,5,3,2,2,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"62GB21",2,19,16,18,22,56,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,6
"43AC64",2,23,19,21,30,70,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"56SS15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"48MB02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"19MD28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"89AI28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"BF1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"68FV27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"26ND08",NA,NA,NA,NA,NA,NA,NA,5,4,2,2,2,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"31LB04",NA,NA,NA,NA,NA,NA,NA,5,5,2,3,3,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"34PC01",NA,NA,NA,NA,NA,NA,NA,4,4,3,3,3,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"93GE01",NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA
